word,pitches,label
clutch,"[470899.09375, 377005.59375, 0, 0, 0]",1
is,"[416931.15625, 382424.65625, 0, 0, 0]",0
three,"[382424.65625, 0, 0, 0, 0]",0
eggs.,"[392503.125, 0, 0, 0, 0]",1
A,"[446649.15625, 0, 0, 0, 0]",0
collection,"[446649.15625, 418195.15625, 0, 0, 0]",1
guide,"[374084.34375, 358392.28125, 0, 0, 0]",1
for,"[358392.28125, 405860.96875, 0, 0, 0]",0
his,"[405860.96875, 0, 0, 0, 0]",0
papers,"[405860.96875, 0, 0, 0, 0]",1
can,"[409774.65625, 0, 0, 0, 0]",0
be,"[425904.65625, 0, 0, 0, 0]",0
found,"[425904.65625, 0, 0, 0, 0]",1
here.,"[424550.96875, 0, 0, 0, 0]",0
Here,"[441801.5, 0, 0, 0, 0]",0
is,"[415628.5625, 0, 0, 0, 0]",0
the,"[415628.5625, 0, 0, 0, 0]",0
National,"[415628.5625, 0, 0, 0, 0]",1
Coordinator,"[406654.96875, 394964.34375, 0, 0, 0]",1
in,"[417527.21875, 0, 0, 0, 0]",0
Sri,"[392055.625, 0, 0, 0, 0]",1
Lanka,"[392055.625, 386880.34375, 0, 0, 0]",1
for,"[386880.34375, 415082.15625, 415500.71875, 0, 0]",0
the,"[415500.71875, 0, 0, 0, 0]",0
Asian,"[415500.71875, 0, 0, 0, 0]",1
Waterbird,"[360858.90625, 379649.8125, 0, 0, 0]",1
Census.,"[371745.09375, 372822.03125, 0, 0, 0]",1
You,"[367542.65625, 0, 0, 0, 0]",0
read,"[367542.65625, 0, 0, 0, 0]",0
too,"[350940.65625, 0, 0, 0, 0]",0
many,"[403287.5625, 0, 0, 0, 0]",0
novels,"[372955.875, 0, 0, 0, 0]",1
anyhow.,"[372955.875, 348339.65625, 0, 0, 0]",1
This,"[406621.875, 0, 0, 0, 0]",0
territory,"[411177.84375, 385551.40625, 0, 0, 0]",1
borders,"[385551.40625, 410711.375, 0, 0, 0]",1
on,"[410711.375, 339363.15625, 0, 0, 0]",0
" Lankaran,","[339363.15625, 364625.40625, 0, 0, 0]",1
" Lerick,","[372852.71875, 0, 0, 0, 0]",1
" Lardenley,","[381364.6875, 390462.28125, 367044.09375, 0, 0]",1
" Jalalabad,","[445737.4375, 387523.15625, 0, 0, 0]",1
Nethchala,"[419253.125, 353339.1875, 0, 0, 0]",1
districts.,"[353339.1875, 369554.5625, 0, 0, 0]",1
a,"[425993.21875, 0, 0, 0, 0]",0
limited,"[425993.21875, 0, 0, 0, 0]",1
number,"[387790.96875, 0, 0, 0, 0]",1
of,"[413688.15625, 0, 0, 0, 0]",0
copies,"[413688.15625, 407574.375, 0, 0, 0]",0
were,"[372572.625, 0, 0, 0, 0]",0
released,"[390516.09375, 0, 0, 0, 0]",1
in,"[424684.40625, 0, 0, 0, 0]",0
New,"[390464.34375, 0, 0, 0, 0]",1
Zealand.,"[390464.34375, 0, 0, 0, 0]",1
the,"[490488.21875, 0, 0, 0, 0]",0
woods,"[490488.21875, 0, 0, 0, 0]",1
include,"[368187.375, 381455.1875, 0, 0, 0]",1
" ash,","[360985.21875, 380531.0, 0, 0, 0]",1
oak,"[357014.59375, 383662.90625, 0, 0, 0]",1
and,"[378763.90625, 398285.15625, 389258.75, 0, 0]",0
hazel.,"[389258.75, 390282.53125, 0, 0, 0]",1
extremely,"[359424.46875, 375715.84375, 0, 0, 0]",1
hilly,"[390673.34375, 392203.28125, 0, 0, 0]",1
" terrain,","[392203.28125, 422358.71875, 0, 0, 0]",1
a,"[375792.78125, 0, 0, 0, 0]",0
forts,"[375792.78125, 0, 0, 0, 0]",1
a,"[396760.59375, 0, 0, 0, 0]",0
sense,"[365207.65625, 0, 0, 0, 0]",1
of,"[365207.65625, 0, 0, 0, 0]",0
spatial,"[370180.53125, 401378.375, 0, 0, 0]",1
grandeur,"[401378.375, 399716.90625, 0, 0, 0]",1
and,"[433629.34375, 373825.84375, 393020.15625, 0, 0]",0
magnificent,"[393020.15625, 427703.65625, 0, 0, 0]",1
views.,"[385422.40625, 381708.21875, 0, 0, 0]",1
The,"[443530.75, 0, 0, 0, 0]",0
area's,"[443530.75, 456430.625, 0, 0, 0]",1
early,"[423289.96875, 0, 0, 0, 0]",1
history,"[384809.6875, 346486.71875, 0, 0, 0]",1
was,"[346486.71875, 0, 0, 0, 0]",0
influenced,"[349671.15625, 354447.78125, 0, 0, 0]",1
by,"[354447.78125, 0, 0, 0, 0]",0
the,"[354447.78125, 0, 0, 0, 0]",0
old,"[385904.15625, 0, 0, 0, 0]",1
" mechs,","[385904.15625, 402167.78125, 0, 0, 0]",1
but,"[391665.28125, 0, 0, 0, 0]",0
had,"[371401.1875, 0, 0, 0, 0]",0
its,"[411483.21875, 0, 0, 0, 0]",0
own,"[411483.21875, 0, 0, 0, 0]",0
trajectory.,"[357397.40625, 401977.78125, 0, 0, 0]",1
The,"[310025.71875, 365337.59375, 0, 0, 0]",0
nearest,"[413515.125, 0, 0, 0, 0]",1
airport,"[413515.125, 417992.09375, 0, 0, 0]",1
is,"[414381.53125, 405691.3125, 0, 0, 0]",0
Bristol,"[405691.3125, 373037.78125, 0, 0, 0]",1
Airport.,"[373037.78125, 403773.875, 0, 0, 0]",1
The,"[422378.46875, 0, 0, 0, 0]",0
fourth,"[422378.46875, 430098.15625, 0, 0, 0]",1
candidate,"[395390.59375, 382677.5625, 0, 0, 0]",1
is,"[382677.5625, 334107.84375, 375858.53125, 0, 0]",0
awarded,"[322886.21875, 346293.28125, 0, 0, 0]",1
a,"[346293.28125, 0, 0, 0, 0]",0
two,"[346293.28125, 0, 0, 0, 0]",0
year,"[380519.5, 395106.53125, 0, 0, 0]",1
term.,"[424040.375, 392354.59375, 0, 0, 0]",1
Jacko,"[413007.15625, 369755.5625, 0, 0, 0]",1
combined,"[369755.5625, 0, 0, 0, 0]",1
a,"[358468.25, 0, 0, 0, 0]",0
rap,"[358468.25, 0, 0, 0, 0]",1
-like,"[431036.59375, 0, 0, 0, 0]",1
delivery,"[431036.59375, 443177.625, 0, 0, 0]",1
with,"[430724.15625, 0, 0, 0, 0]",0
" lyrics,","[430724.15625, 0, 0, 0, 0]",1
based,"[368466.15625, 0, 0, 0, 0]",1
on,"[368466.15625, 0, 0, 0, 0]",0
Australian,"[368020.21875, 353563.34375, 0, 0, 0]",1
comedy,"[370396.90625, 391165.90625, 0, 0, 0]",1
and,"[391165.90625, 374921.34375, 0, 0, 0]",0
larykinism.,"[374921.34375, 352844.6875, 0, 0, 0]",1
These,"[384410.40625, 0, 0, 0, 0]",0
scooners,"[379218.5625, 333948.71875, 0, 0, 0]",1
were,"[333948.71875, 359316.59375, 340597.5, 0, 0]",0
used,"[340597.5, 0, 0, 0, 0]",1
for,"[356443.65625, 0, 0, 0, 0]",0
nearby,"[408474.21875, 407427.0, 0, 0, 0]",0
coastal,"[407427.0, 416165.78125, 0, 0, 0]",1
trade,"[416165.78125, 0, 0, 0, 0]",1
of,"[385841.59375, 0, 0, 0, 0]",0
" cotton,","[385841.59375, 0, 0, 0, 0]",1
wheat,"[365014.90625, 0, 0, 0, 0]",1
and,"[385207.25, 339133.96875, 347612.8125, 0, 0]",0
apples.,"[347612.8125, 386312.96875, 0, 0, 0]",1
his,"[367376.65625, 0, 0, 0, 0]",0
life,"[387691.34375, 378351.4375, 0, 0, 0]",1
during,"[378351.4375, 404043.875, 0, 0, 0]",0
the,"[404043.875, 0, 0, 0, 0]",0
subsequent,"[404043.875, 378254.46875, 0, 0, 0]",1
decades,"[378254.46875, 399533.09375, 0, 0, 0]",1
and,"[375241.21875, 362474.96875, 0, 0, 0]",0
until,"[398639.34375, 380422.59375, 0, 0, 0]",0
his,"[380422.59375, 0, 0, 0, 0]",0
obsession,"[353795.40625, 0, 0, 0, 0]",1
is,"[387428.03125, 0, 0, 0, 0]",0
unknown.,"[387428.03125, 0, 0, 0, 0]",0
Two,"[405325.5, 0, 0, 0, 0]",0
galeasses,"[362954.8125, 381028.96875, 0, 0, 0]",1
each,"[381028.96875, 357613.0, 0, 0, 0]",0
were,"[357613.0, 384268.25, 0, 0, 0]",0
assigned,"[384268.25, 361682.71875, 0, 0, 0]",1
to,"[370751.46875, 413209.75, 0, 0, 0]",0
the,"[413209.75, 0, 0, 0, 0]",0
Wings,"[413209.75, 0, 0, 0, 0]",1
and,"[408697.21875, 0, 0, 0, 0]",0
Sunta.,"[408375.78125, 380071.8125, 0, 0, 0]",1
Graeme,"[393159.15625, 0, 0, 0, 0]",1
and,"[465356.34375, 0, 0, 0, 0]",0
Bladelle,"[465356.34375, 427887.40625, 0, 0, 0]",1
only,"[427887.40625, 425900.21875, 0, 0, 0]",0
met,"[427053.34375, 0, 0, 0, 0]",1
the,"[398159.59375, 0, 0, 0, 0]",0
night,"[376167.3125, 0, 0, 0, 0]",1
before,"[376167.3125, 0, 0, 0, 0]",0
they,"[420815.09375, 0, 0, 0, 0]",0
started,"[420815.09375, 399668.03125, 0, 0, 0]",1
filming,"[399668.03125, 0, 0, 0, 0]",1
the,"[332987.34375, 0, 0, 0, 0]",0
pilot.,"[417084.96875, 0, 0, 0, 0]",1
a,"[434928.46875, 0, 0, 0, 0]",0
brown,"[434928.46875, 393141.03125, 0, 0, 0]",1
and,"[393141.03125, 400491.40625, 0, 0, 0]",0
white,"[363661.5625, 0, 0, 0, 0]",1
dog.,"[420581.90625, 0, 0, 0, 0]",1
Choose,"[399216.75, 0, 0, 0, 0]",1
on,"[378051.09375, 0, 0, 0, 0]",0
a,"[382578.34375, 0, 0, 0, 0]",0
tire.,"[382578.34375, 397247.40625, 0, 0, 0]",0
the,"[455440.9375, 0, 0, 0, 0]",0
title,"[455440.9375, 0, 0, 0, 0]",1
track,"[475896.65625, 0, 0, 0, 0]",1
lyrics,"[443843.46875, 0, 0, 0, 0]",1
" say,","[441251.375, 440505.1875, 0, 0, 0]",0
see,"[413466.15625, 415099.46875, 410934.65625, 0, 0]",0
later,"[396134.15625, 0, 0, 0, 0]",0
" then,","[380683.78125, 0, 0, 0, 0]",0
alive,"[350399.21875, 348425.78125, 370419.21875, 0, 0]",1
or,"[376180.46875, 476625.59375, 501068.4375, 0, 0]",0
dead.,"[501068.4375, 0, 0, 0, 0]",1
These,"[428565.21875, 0, 0, 0, 0]",0
newspapers,"[413588.34375, 351288.625, 0, 0, 0]",1
intensify,"[351288.625, 335560.8125, 429856.0, 0, 0]",1
their,"[429856.0, 0, 0, 0, 0]",0
negative,"[436164.59375, 425887.78125, 0, 0, 0]",1
attitudes,"[425887.78125, 394384.0625, 0, 0, 0]",1
instead.,"[400311.0625, 409805.625, 0, 0, 0]",1
An,"[382245.28125, 0, 0, 0, 0]",0
attack,"[390378.9375, 0, 0, 0, 0]",1
openly,"[390378.9375, 386533.28125, 0, 0, 0]",1
the,"[386533.28125, 0, 0, 0, 0]",0
regime,"[407205.71875, 401066.03125, 0, 0, 0]",1
in,"[401066.03125, 0, 0, 0, 0]",0
Ankara.,"[404467.65625, 353864.34375, 0, 0, 0]",1
Both,"[418350.5625, 0, 0, 0, 0]",0
recordings,"[369505.875, 374365.1875, 0, 0, 0]",1
cover,"[374365.1875, 0, 0, 0, 0]",1
topics,"[385415.46875, 365214.46875, 0, 0, 0]",1
such,"[365214.46875, 0, 0, 0, 0]",0
as,"[402609.75, 0, 0, 0, 0]",0
the,"[396183.90625, 425977.15625, 0, 0, 0]",0
Italian,"[425977.15625, 0, 0, 0, 0]",1
" job,","[366747.78125, 408332.1875, 0, 0, 0]",1
Pavlov,"[422856.84375, 0, 0, 0, 0]",1
stocks,"[370719.8125, 0, 0, 0, 0]",1
and,"[370719.8125, 360986.875, 401036.46875, 0, 0]",0
European,"[405884.09375, 375063.65625, 0, 0, 0]",1
languages.,"[375063.65625, 403977.84375, 0, 0, 0]",1
It,"[454634.3125, 0, 0, 0, 0]",0
is,"[454634.3125, 0, 0, 0, 0]",0
located,"[494273.28125, 0, 0, 0, 0]",1
near,"[452916.09375, 0, 0, 0, 0]",1
the,"[451548.5, 0, 0, 0, 0]",0
school,"[451548.5, 446320.0625, 0, 0, 0]",1
at,"[446320.0625, 429074.21875, 411993.84375, 0, 0]",0
church,"[354105.65625, 419424.625, 0, 0, 0]",1
lane.,"[419424.625, 390782.8125, 0, 0, 0]",1
" Yeah,","[406461.53125, 0, 0, 0, 0]",0
so,"[358826.15625, 0, 0, 0, 0]",0
complete,"[358826.15625, 0, 0, 0, 0]",0
was,"[386356.5, 0, 0, 0, 0]",0
the,"[376049.03125, 0, 0, 0, 0]",0
design,"[376049.03125, 432818.96875, 0, 0, 0]",1
that,"[432818.96875, 411271.5, 0, 0, 0]",0
it,"[377560.1875, 0, 0, 0, 0]",0
was,"[377560.1875, 0, 0, 0, 0]",0
worthy,"[377560.1875, 0, 0, 0, 0]",1
of,"[397558.90625, 0, 0, 0, 0]",0
preservation.,"[427503.0625, 413814.34375, 0, 0, 0]",1
They,"[374171.03125, 0, 0, 0, 0]",0
were,"[374171.03125, 0, 0, 0, 0]",0
forbidden,"[380768.40625, 391004.0, 0, 0, 0]",1
to,"[391004.0, 384560.375, 356368.09375, 0, 0]",0
use,"[356368.09375, 0, 0, 0, 0]",0
their,"[381747.53125, 0, 0, 0, 0]",0
own,"[397648.03125, 0, 0, 0, 0]",0
language,"[397648.03125, 336110.28125, 0, 0, 0]",1
and,"[360821.84375, 378029.84375, 0, 0, 0]",0
customs.,"[378029.84375, 433425.9375, 0, 0, 0]",1
He,"[376311.40625, 0, 0, 0, 0]",0
attended,"[376311.40625, 398314.53125, 0, 0, 0]",1
the,"[398314.53125, 0, 0, 0, 0]",0
naming,"[386189.15625, 0, 0, 0, 0]",1
ceremony.,"[380338.21875, 348766.09375, 0, 0, 0]",1
Since,"[359873.03125, 0, 0, 0, 0]",0
that,"[371245.96875, 0, 0, 0, 0]",0
" time,","[371245.96875, 400864.71875, 0, 0, 0]",0
the,"[415405.78125, 0, 0, 0, 0]",0
company,"[415405.78125, 0, 0, 0, 0]",1
has,"[400251.84375, 0, 0, 0, 0]",0
published,"[374057.84375, 0, 0, 0, 0]",1
six,"[349195.96875, 0, 0, 0, 0]",0
more,"[366780.96875, 0, 0, 0, 0]",0
comic,"[408857.53125, 0, 0, 0, 0]",1
books,"[408857.53125, 411961.53125, 0, 0, 0]",1
featuring,"[411961.53125, 383763.96875, 0, 0, 0]",1
the,"[412965.75, 0, 0, 0, 0]",0
characters.,"[412965.75, 345443.46875, 0, 0, 0]",1
Non,"[551748.875, 0, 0, 0, 0]",1
-resident,"[514096.78125, 0, 0, 0, 0]",1
excitation,"[439313.96875, 401355.375, 415647.625, 0, 0]",1
occurs,"[415647.625, 0, 0, 0, 0]",0
when,"[464884.625, 0, 0, 0, 0]",0
the,"[464884.625, 0, 0, 0, 0]",0
incoming,"[415707.8125, 381458.28125, 0, 0, 0]",1
radiation,"[381458.28125, 344880.15625, 0, 0, 0]",1
promotes,"[428715.28125, 416695.9375, 0, 0, 0]",1
a,"[416695.9375, 0, 0, 0, 0]",0
core,"[421512.3125, 0, 0, 0, 0]",1
electron,"[424814.34375, 417878.78125, 0, 0, 0]",1
to,"[374391.40625, 424045.40625, 0, 0, 0]",0
the,"[424045.40625, 0, 0, 0, 0]",0
continuum.,"[424045.40625, 417668.21875, 0, 0, 0]",1
It,"[436319.65625, 0, 0, 0, 0]",0
is,"[436319.65625, 0, 0, 0, 0]",0
located,"[387356.15625, 385141.8125, 0, 0, 0]",1
on,"[385141.8125, 0, 0, 0, 0]",0
Eastern,"[387724.21875, 380404.71875, 0, 0, 0]",1
Parkway,"[380404.71875, 329466.03125, 0, 0, 0]",1
near,"[365083.0625, 0, 0, 0, 0]",1
Underhill,"[420582.28125, 377789.75, 0, 0, 0]",1
" Avenue,","[377789.75, 395595.96875, 0, 0, 0]",1
close,"[362774.40625, 0, 0, 0, 0]",1
to,"[362774.40625, 0, 0, 0, 0]",0
Grand,"[421276.09375, 0, 0, 0, 0]",1
Army,"[421276.09375, 404627.65625, 0, 0, 0]",1
Plaza.,"[404627.65625, 363051.34375, 0, 0, 0]",1
The,"[394833.65625, 0, 0, 0, 0]",0
processes,"[394833.65625, 405458.46875, 0, 0, 0]",1
transform,"[380887.71875, 377923.1875, 0, 0, 0]",1
chocolate,"[403826.75, 374544.375, 0, 0, 0]",1
from,"[374544.375, 0, 0, 0, 0]",0
an,"[369949.53125, 0, 0, 0, 0]",0
exclusive,"[369949.53125, 0, 0, 0, 0]",1
luxury,"[391243.3125, 389410.8125, 0, 0, 0]",1
to,"[407872.0, 390761.21875, 0, 0, 0]",0
an,"[430386.09375, 0, 0, 0, 0]",0
inexpensive,"[430386.09375, 360299.84375, 0, 0, 0]",1
daily,"[386772.21875, 419358.8125, 0, 0, 0]",1
snack.,"[419358.8125, 0, 0, 0, 0]",1
He,"[416001.78125, 0, 0, 0, 0]",0
is,"[416001.78125, 0, 0, 0, 0]",0
looking,"[401936.75, 0, 0, 0, 0]",0
somewhere,"[401936.75, 0, 0, 0, 0]",1
in,"[367106.59375, 0, 0, 0, 0]",0
the,"[389262.53125, 0, 0, 0, 0]",0
sky,"[389262.53125, 0, 0, 0, 0]",1
and,"[419819.84375, 385787.28125, 0, 0, 0]",0
tucked,"[395573.21875, 0, 0, 0, 0]",1
up,"[380016.34375, 0, 0, 0, 0]",0
the,"[380016.34375, 0, 0, 0, 0]",0
right,"[366842.09375, 0, 0, 0, 0]",0
leg.,"[366842.09375, 0, 0, 0, 0]",1
Thus,"[358039.59375, 0, 0, 0, 0]",0
the,"[367822.03125, 0, 0, 0, 0]",0
buffer,"[384362.25, 0, 0, 0, 0]",1
is,"[433652.40625, 380719.15625, 0, 0, 0]",0
local.,"[380719.15625, 0, 0, 0, 0]",1
He,"[406485.90625, 0, 0, 0, 0]",0
was,"[415227.15625, 0, 0, 0, 0]",0
defeated,"[415227.15625, 404506.5, 0, 0, 0]",1
by,"[408689.28125, 0, 0, 0, 0]",0
Durbin,"[408689.28125, 394172.46875, 0, 0, 0]",1
in,"[317772.53125, 358459.53125, 0, 0, 0]",0
the,"[358459.53125, 0, 0, 0, 0]",0
November,"[358459.53125, 407476.03125, 0, 0, 0]",1
election.,"[407476.03125, 400390.96875, 385459.21875, 0, 0]",1
This,"[364023.40625, 0, 0, 0, 0]",0
is,"[364023.40625, 0, 0, 0, 0]",0
an,"[344407.78125, 349807.28125, 0, 0, 0]",0
ancient,"[349807.28125, 393805.125, 0, 0, 0]",1
Hindu,"[389090.125, 356711.03125, 0, 0, 0]",1
festival,"[356711.03125, 386809.03125, 0, 0, 0]",1
whose,"[386809.03125, 388265.84375, 0, 0, 0]",0
origin,"[362695.59375, 376246.75, 0, 0, 0]",1
date,"[376246.75, 0, 0, 0, 0]",1
is,"[428822.375, 0, 0, 0, 0]",0
unknown.,"[411727.5625, 0, 0, 0, 0]",0
That,"[396302.5, 0, 0, 0, 0]",0
" decade,","[396302.5, 411230.96875, 0, 0, 0]",1
the,"[368844.59375, 0, 0, 0, 0]",0
company,"[410170.84375, 0, 0, 0, 0]",1
open,"[357890.125, 0, 0, 0, 0]",0
stores,"[357890.125, 0, 0, 0, 0]",0
in,"[405387.84375, 0, 0, 0, 0]",0
Brooklyn,"[413633.125, 404189.15625, 0, 0, 0]",1
and,"[404189.15625, 404887.375, 0, 0, 0]",0
Chicago.,"[380867.375, 398434.03125, 0, 0, 0]",1
The,"[320683.21875, 366376.71875, 386579.46875, 0, 0]",0
company,"[386579.46875, 390198.53125, 0, 0, 0]",1
also,"[380835.21875, 424234.46875, 0, 0, 0]",0
has,"[424234.46875, 425361.0, 0, 0, 0]",0
a,"[425361.0, 0, 0, 0, 0]",0
game,"[431089.375, 0, 0, 0, 0]",1
division,"[431089.375, 393689.46875, 0, 0, 0]",1
called,"[393689.46875, 413453.15625, 0, 0, 0]",0
NowServas,"[391532.1875, 364752.28125, 394227.84375, 375870.0, 0]",1
and,"[375870.0, 394954.15625, 389788.9375, 0, 0]",0
NowGames.,"[354931.96875, 433517.84375, 408597.28125, 342369.21875, 0]",1
It,"[392965.40625, 0, 0, 0, 0]",0
is,"[392965.40625, 0, 0, 0, 0]",0
part,"[411802.0625, 0, 0, 0, 0]",1
of,"[411802.0625, 0, 0, 0, 0]",0
the,"[370155.65625, 0, 0, 0, 0]",0
Haudst,"[373586.5, 423455.46875, 0, 0, 0]",1
Difference,"[423455.46875, 402785.46875, 0, 0, 0]",1
Region.,"[402785.46875, 355532.40625, 0, 0, 0]",1
Caterers,"[434577.21875, 383084.3125, 0, 0, 0]",1
now,"[409759.9375, 374799.59375, 0, 0, 0]",0
create,"[374799.59375, 402319.96875, 0, 0, 0]",0
an,"[402319.96875, 0, 0, 0, 0]",0
experience,"[428758.28125, 407446.4375, 0, 0, 0]",1
that,"[407446.4375, 360533.125, 0, 0, 0]",0
involves,"[394004.46875, 369105.375, 0, 0, 0]",1
the,"[369105.375, 0, 0, 0, 0]",0
senses.,"[365879.71875, 397358.65625, 0, 0, 0]",1
The,"[421569.15625, 0, 0, 0, 0]",0
single,"[421569.15625, 0, 0, 0, 0]",1
player,"[427479.375, 0, 0, 0, 0]",1
and,"[427982.875, 395614.3125, 0, 0, 0]",0
multiplayer,"[395614.3125, 410854.4375, 0, 0, 0]",1
game,"[410854.4375, 382222.1875, 0, 0, 0]",1
feature,"[412110.75, 334759.6875, 0, 0, 0]",1
driveable,"[388806.5625, 360863.46875, 0, 0, 0]",1
vehicles,"[360863.46875, 0, 0, 0, 0]",1
that,"[395193.84375, 0, 0, 0, 0]",0
may,"[395193.84375, 390053.03125, 0, 0, 0]",0
be,"[390053.03125, 425047.09375, 0, 0, 0]",0
used,"[349758.59375, 0, 0, 0, 0]",0
in,"[395279.21875, 0, 0, 0, 0]",0
combat.,"[395279.21875, 429410.03125, 0, 0, 0]",1
In,"[370911.375, 0, 0, 0, 0]",0
the,"[370911.375, 0, 0, 0, 0]",0
series,"[379496.4375, 0, 0, 0, 0]",1
" Hogan,","[402628.46875, 392106.53125, 0, 0, 0]",1
sorts,"[383061.78125, 0, 0, 0, 0]",1
out,"[383061.78125, 0, 0, 0, 0]",0
problems,"[334637.40625, 0, 0, 0, 0]",1
for,"[385670.96875, 0, 0, 0, 0]",0
the,"[385670.96875, 0, 0, 0, 0]",0
locals.,"[385670.96875, 0, 0, 0, 0]",1
It,"[439453.4375, 0, 0, 0, 0]",0
is,"[439453.4375, 0, 0, 0, 0]",0
near,"[469659.78125, 0, 0, 0, 0]",0
the,"[469659.78125, 0, 0, 0, 0]",0
river,"[370910.9375, 0, 0, 0, 0]",1
" Alazani,","[370910.9375, 363266.125, 0, 0, 0]",1
north,"[368531.3125, 0, 0, 0, 0]",1
west,"[414076.03125, 0, 0, 0, 0]",1
of,"[374637.15625, 0, 0, 0, 0]",0
" Televi,","[374637.15625, 375257.15625, 0, 0, 0]",1
and,"[400057.34375, 0, 0, 0, 0]",0
north,"[400057.34375, 0, 0, 0, 0]",1
east,"[363436.25, 0, 0, 0, 0]",1
of,"[399759.59375, 418415.21875, 0, 0, 0]",0
Tebelisi.,"[368344.375, 415915.34375, 0, 0, 0]",1
He,"[389475.6875, 0, 0, 0, 0]",0
kidnapped,"[389475.6875, 0, 0, 0, 0]",1
" her,","[366677.90625, 0, 0, 0, 0]",0
hold,"[367202.46875, 0, 0, 0, 0]",1
her,"[367202.46875, 0, 0, 0, 0]",0
" captive,","[367202.46875, 355083.40625, 0, 0, 0]",1
rape,"[401507.3125, 0, 0, 0, 0]",1
" her,","[401507.3125, 0, 0, 0, 0]",1
and,"[415109.875, 0, 0, 0, 0]",0
cuts,"[376862.34375, 372323.96875, 0, 0, 0]",1
out,"[372323.96875, 0, 0, 0, 0]",0
her,"[395926.84375, 0, 0, 0, 0]",0
tongue.,"[395926.84375, 0, 0, 0, 0]",1
He,"[353571.4375, 0, 0, 0, 0]",0
could,"[353571.4375, 0, 0, 0, 0]",0
not,"[349854.625, 0, 0, 0, 0]",0
have,"[351966.0625, 0, 0, 0, 0]",0
stolen,"[351966.0625, 0, 0, 0, 0]",1
the,"[381198.71875, 0, 0, 0, 0]",0
animal.,"[381198.71875, 0, 0, 0, 0]",1
It,"[393256.21875, 0, 0, 0, 0]",0
is,"[393256.21875, 0, 0, 0, 0]",0
located,"[418797.65625, 393705.28125, 0, 0, 0]",1
four,"[393705.28125, 346463.4375, 0, 0, 0]",0
miles,"[398511.59375, 0, 0, 0, 0]",1
north,"[343980.375, 403360.09375, 0, 0, 0]",1
of,"[403360.09375, 0, 0, 0, 0]",0
downtown,"[437285.8125, 408728.59375, 0, 0, 0]",1
" Pittsburgh,","[408728.59375, 346959.375, 0, 0, 0]",1
Pennsylvania,"[345859.28125, 365044.5, 0, 0, 0]",1
at,"[365044.5, 362587.0, 0, 0, 0]",0
Riverview,"[362587.0, 387897.375, 0, 0, 0]",1
Park.,"[394757.28125, 0, 0, 0, 0]",1
Several,"[393063.0, 0, 0, 0, 0]",1
composers,"[393693.09375, 363922.21875, 0, 0, 0]",1
have,"[363922.21875, 0, 0, 0, 0]",0
set,"[380728.78125, 0, 0, 0, 0]",0
the,"[408403.4375, 0, 0, 0, 0]",0
seven,"[408403.4375, 0, 0, 0, 0]",0
last,"[399505.96875, 0, 0, 0, 0]",1
words,"[399505.96875, 0, 0, 0, 0]",1
to,"[398915.8125, 0, 0, 0, 0]",0
music.,"[409598.53125, 0, 0, 0, 0]",1
He,"[391772.8125, 0, 0, 0, 0]",0
represented,"[425327.1875, 387249.03125, 0, 0, 0]",1
Queensland,"[387249.03125, 373984.03125, 0, 0, 0]",1
and,"[373984.03125, 406171.5, 0, 0, 0]",0
played,"[423100.1875, 0, 0, 0, 0]",1
in,"[423100.1875, 0, 0, 0, 0]",0
the,"[424364.0625, 0, 0, 0, 0]",0
English,"[424364.0625, 0, 0, 0, 0]",1
County,"[375306.84375, 395395.15625, 0, 0, 0]",1
scene,"[395395.15625, 0, 0, 0, 0]",1
at,"[398230.84375, 0, 0, 0, 0]",0
First,"[398230.84375, 0, 0, 0, 0]",1
Class,"[390239.34375, 0, 0, 0, 0]",1
Level.,"[374326.90625, 0, 0, 0, 0]",1
economic,"[400829.65625, 0, 0, 0, 0]",1
arguments,"[378399.03125, 394918.40625, 0, 0, 0]",1
against,"[416136.71875, 369947.4375, 0, 0, 0]",0
free,"[369947.4375, 0, 0, 0, 0]",0
" trade,","[406495.15625, 356133.21875, 0, 0, 0]",1
criticise,"[409334.40625, 378366.15625, 0, 0, 0]",1
the,"[378366.15625, 0, 0, 0, 0]",0
assumptions,"[408245.84375, 346558.03125, 0, 0, 0]",1
or,"[346558.03125, 328794.5625, 0, 0, 0]",0
conclusions,"[400890.90625, 367724.03125, 0, 0, 0]",1
of,"[367724.03125, 372387.1875, 0, 0, 0]",0
the,"[376482.53125, 0, 0, 0, 0]",0
economic,"[376482.53125, 387812.59375, 0, 0, 0]",1
theories.,"[387812.59375, 398132.5, 0, 0, 0]",1
with,"[436354.46875, 0, 0, 0, 0]",0
the,"[410845.71875, 0, 0, 0, 0]",0
title,"[410845.71875, 401505.46875, 0, 0, 0]",1
painstained.,"[401505.46875, 401807.78125, 426089.71875, 0, 0]",1
Connally,"[440733.625, 394956.75, 0, 0, 0]",1
undertook,"[394956.75, 410835.25, 407322.90625, 0, 0]",1
a,"[446579.375, 401192.84375, 0, 0, 0]",0
tour,"[401192.84375, 0, 0, 0, 0]",1
of,"[390090.71875, 0, 0, 0, 0]",0
" Germany,","[386037.15625, 376056.9375, 0, 0, 0]",1
Austria,"[379865.5, 419287.53125, 0, 0, 0]",1
and,"[408850.875, 416572.875, 396944.8125, 0, 0]",0
Hungary,"[396944.8125, 403869.21875, 0, 0, 0]",1
